"t_s","ws_mb","private_mb","gpu_proc_mb","gpu_total_mb","phys_used_mb","commit_mb","page_reads","pages_input","disk_read_b"
"66.86","27303.2","4000.4","0","3694","32385.6","14854.4","2182343","125867167","243657652736"
"67.22","27304.6","4000.4","0","3694","32385.9","14855.1","2183020","125934036","243931546112"
"67.58","27276.4","4000.4","0","3694","32399.9","14857.6","2185830","125997251","244192611328"
"67.95","27238.5","4000.4","0","3694","32385.7","14861.5","2187878","126072108","244529432064"
"68.32","27173","4000.4","0","3694","32385.8","14851.3","2192117","126159012","244850774528"
"68.69","27152.2","4000.4","0","3694","32385.9","14850.8","2195504","126233472","245162326528"
"69.03","27142.5","4000.4","0","3694","32385.9","14837.7","2197417","126308006","245448808960"
"69.38","27182.7","4000.4","0","3694","32385.2","14835.5","2198197","126371860","245661306368"
"69.71","27181.5","4000.4","0","3694","32385.9","14834.7","2198673","126411663","245870976512"
"70.04","27178.9","4000.4","0","3694","32385","14833.9","2199290","126466122","246085377536"
"70.41","27171.3","4000.4","0","3694","32385.9","14829.6","2200059","126531526","246366588416"
"70.77","27168.9","4000.4","0","3694","32385","14829.3","2200807","126589926","246617153024"
"71.09","27164.7","4000.4","0","3694","32385.9","14830.5","2201423","126658261","246877953536"
"71.46","27168.4","4000.4","0","3694","32385.9","14824.7","2202028","126715455","247131299328"
"71.81","27168.7","4000.4","0","3694","32385.9","14825.1","2202648","126778907","247377272320"
"72.17","27166.2","4000.4","0","3694","32385.9","14824.5","2203218","126817393","247536955904"
"72.51","27167.9","4000.4","0","3694","32385.9","14823.3","2203805","126882145","247798305280"
"72.85","27167.6","4000.4","0","3694","32385.9","14825.8","2204574","126942257","248041402880"
"73.2","27162.9","4000.4","0","3694","32385.9","14825.1","2205145","127008543","248321274368"
"73.57","27162.6","4000.4","0","3694","32385.5","14824.5","2205779","127075579","248607412736"
"73.92","27164.3","4000.4","0","3694","32385.5","14824.4","2206522","127136082","248789205504"
"74.27","27163.8","4000.4","0","3694","32385.9","14822.8","2207107","127174194","249004450304"
"74.62","27166.2","4000.4","0","3694","32386","14818.9","2207669","127237456","249247523328"
"74.97","27165.5","4000.4","0","3694","32385.9","14820.3","2208345","127298386","249526391296"
"75.34","27158.1","4000.4","0","3694","32377.7","14826.1","2209256","127368500","249817540608"
"75.72","27105.5","4000.4","0","3694","32333.2","14835.6","2210711","127446959","250128359424"
"76.07","27160.4","4000.4","0","3694","32385.9","14837.1","2211295","127494946","250311721984"
"76.44","27168.3","4001.4","0","3694","32385.9","14829.4","2212794","127560505","250624299520"
"76.79","27076.9","4001.4","0","3694","32385.8","14844.9","2225272","127658207","250968690176"
"77.13","26962.4","4001.4","0","1062","32384.8","14842","2237015","127750028","251303829504"
"77.47","26523.9","1377.4","0","1062","31766.8","12187.4","2237022","127750084","251303829504"
"77.83","19170","1341.6","0","1062","24043.2","12111.1","2237040","127750208","251305123840"
"78.2","10058.9","1306.5","0","1062","14913.7","12067.3","2237056","127750464","251305648128"
"78.56","1610.3","1185.7","0","1062","6419.3","11851.7","2237061","127750529","251305693184"
