"t_s","ws_mb","private_mb","gpu_proc_mb","gpu_total_mb","phys_used_mb","commit_mb","page_reads","pages_input","disk_read_b"
"49.84","14049.2","4092.8","0","3598","23782.4","15620","1710627","79258380","52699137024"
"50.2","14052.6","4092.8","0","3598","23785.3","15617.3","1710627","79258380","52699137024"
"50.57","14052.6","4092.8","0","3598","23802.3","15618.6","1710627","79258380","52699137024"
"50.93","14323","4092.8","0","3598","24087.1","15620.6","1710627","79258380","52699137024"
"51.31","14659.2","4092.8","0","3598","24395.1","15619.9","1710627","79258380","52699137024"
"51.66","14947.3","4092.8","0","3598","24695.2","15617.4","1710627","79258380","52699137024"
"52.03","14947.3","4092.8","0","3598","24683.2","15616.7","1710627","79258380","52699137024"
"52.4","15086.3","4092.8","0","3598","24824","15617.7","1710628","79258388","52699137024"
"52.75","15089.7","4092.8","0","3598","24838.8","15630.7","1710632","79258413","52699137024"
"53.12","15089.7","4092.8","0","3598","24831.9","15624.2","1710632","79258413","52699137024"
"53.49","15225.7","4092.8","0","3598","25052.6","15616.1","1710632","79258413","52699137024"
"53.86","9918.2","1448.8","0","946","19223.5","12976","1710632","79258413","52699137024"
"54.22","522.8","1114.5","0","690","10142.9","12459.9","1710632","79258413","52699137024"
